state,sa4Name,lgaName,nationalRemoteness,nationalRoadType,locationID
VIC,Hume,Benalla,Outer Regional Australia,Local Road,VIC_Benalla_Hume
NSW,New England and North West,Liverpool Plains,Outer Regional Australia,Arterial Road,NSW_Liverpool_Plains_New_England_and_North_West
VIC,Mornington Peninsula,Mornington Peninsula,Inner Regional Australia,Arterial Road,VIC_Mornington_Peninsula_Mornington_Peninsula
QLD,Townsville,Hinchinbrook,Remote Australia,Local Road,QLD_Hinchinbrook_Townsville
SA,Adelaide - Central and Hills,Unley,Major Cities of Australia,Collector Road,SA_Unley_Adelaide___Central_and_Hills
NSW,Riverina,Snowy Valleys,Inner Regional Australia,Local Road,NSW_Snowy_Valleys_Riverina
QLD,Central Queensland,Banana,Outer Regional Australia,Local Road,QLD_Banana_Central_Queensland
SA,Adelaide - Central and Hills,Mount Barker,Major Cities of Australia,Sub-arterial Road,SA_Mount_Barker_Adelaide___Central_and_Hills
NSW,Sydney - City and Inner South,Inner West,Major Cities of Australia,National or State Highway,NSW_Inner_West_Sydney___City_and_Inner_South
SA,Adelaide - North,Salisbury,Major Cities of Australia,Arterial Road,SA_Salisbury_Adelaide___North
NSW,Capital Region,Eurobodalla,Inner Regional Australia,National or State Highway,NSW_Eurobodalla_Capital_Region
NSW,Sydney - Sutherland,Sutherland,Major Cities of Australia,National or State Highway,NSW_Sutherland_Sydney___Sutherland
NT,Darwin,Palmerston,Outer Regional Australia,National or State Highway,NT_Palmerston_Darwin
SA,Barossa - Yorke - Mid North,Barunga West,Outer Regional Australia,Sub-arterial Road,SA_Barunga_West_Barossa___Yorke___Mid_North
NSW,New England and North West,Tamworth,Inner Regional Australia,Local Road,NSW_Tamworth_New_England_and_North_West
TAS,West and North West,West Coast,Remote Australia,Local Road,TAS_West_Coast_West_and_North_West
QLD,Cairns,Tablelands,Outer Regional Australia,National or State Highway,QLD_Tablelands_Cairns
NSW,Capital Region,Yass Valley,Inner Regional Australia,Sub-arterial Road,NSW_Yass_Valley_Capital_Region
SA,South Australia - South East,Tatiara,Outer Regional Australia,Local Road,SA_Tatiara_South_Australia___South_East
NSW,Sydney - Inner South West,Canterbury-Bankstown,Major Cities of Australia,Local Road,NSW_Canterbury_Bankstown_Sydney___Inner_South_West
NSW,Capital Region,Snowy Monaro,Inner Regional Australia,Local Road,NSW_Snowy_Monaro_Capital_Region
SA,Adelaide - West,Port Adelaide Enfield,Major Cities of Australia,Collector Road,SA_Port_Adelaide_Enfield_Adelaide___West
NSW,Riverina,Snowy Valleys,Outer Regional Australia,Sub-arterial Road,NSW_Snowy_Valleys_Riverina
NSW,Riverina,Narrandera,Outer Regional Australia,National or State Highway,NSW_Narrandera_Riverina
SA,Adelaide - West,West Torrens,Major Cities of Australia,Arterial Road,SA_West_Torrens_Adelaide___West
QLD,Queensland - Outback,Etheridge,Very Remote Australia,Sub-arterial Road,QLD_Etheridge_Queensland___Outback
NSW,Sydney - South West,Liverpool,Major Cities of Australia,National or State Highway,NSW_Liverpool_Sydney___South_West
NSW,Central West,Bland,Outer Regional Australia,National or State Highway,NSW_Bland_Central_West
NSW,Sydney - Inner South West,Georges River,Major Cities of Australia,Local Road,NSW_Georges_River_Sydney___Inner_South_West
QLD,Brisbane - West,Brisbane,Major Cities of Australia,Sub-arterial Road,QLD_Brisbane_Brisbane___West
NSW,Southern Highlands and Shoalhaven,Wingecarribee,Inner Regional Australia,Sub-arterial Road,NSW_Wingecarribee_Southern_Highlands_and_Shoalhaven
QLD,Queensland - Outback,Etheridge,Very Remote Australia,Collector Road,QLD_Etheridge_Queensland___Outback
NSW,Central West,Forbes,Outer Regional Australia,Local Road,NSW_Forbes_Central_West
SA,Adelaide - West,Port Adelaide Enfield,Major Cities of Australia,Sub-arterial Road,SA_Port_Adelaide_Enfield_Adelaide___West
NSW,Central West,Oberon,Outer Regional Australia,Arterial Road,NSW_Oberon_Central_West
QLD,Darling Downs - Maranoa,Maranoa,Outer Regional Australia,National or State Highway,QLD_Maranoa_Darling_Downs___Maranoa
NSW,Illawarra,Wollongong,Inner Regional Australia,National or State Highway,NSW_Wollongong_Illawarra
NSW,Sydney - Sutherland,Sutherland,Major Cities of Australia,Local Road,NSW_Sutherland_Sydney___Sutherland
VIC,Warrnambool and South West,Corangamite,Inner Regional Australia,Sub-arterial Road,VIC_Corangamite_Warrnambool_and_South_West
NSW,Richmond - Tweed,Tweed,Inner Regional Australia,Local Road,NSW_Tweed_Richmond___Tweed
NSW,Capital Region,Upper Lachlan,Inner Regional Australia,Arterial Road,NSW_Upper_Lachlan_Capital_Region
QLD,Townsville,Townsville,Outer Regional Australia,Sub-arterial Road,QLD_Townsville_Townsville
NSW,Far West and Orana,Cobar,Very Remote Australia,Arterial Road,NSW_Cobar_Far_West_and_Orana
VIC,Melbourne - South East,Casey,Major Cities of Australia,Sub-arterial Road,VIC_Casey_Melbourne___South_East
VIC,Latrobe - Gippsland,Bass Coast,Inner Regional Australia,National or State Highway,VIC_Bass_Coast_Latrobe___Gippsland
TAS,Hobart,Hobart,Inner Regional Australia,National or State Highway,TAS_Hobart_Hobart
NSW,Illawarra,Wollongong,Inner Regional Australia,Sub-arterial Road,NSW_Wollongong_Illawarra
NSW,Sydney - Northern Beaches,Northern Beaches,Major Cities of Australia,Collector Road,NSW_Northern_Beaches_Sydney___Northern_Beaches
QLD,Wide Bay,Gympie,Inner Regional Australia,Collector Road,QLD_Gympie_Wide_Bay
SA,Barossa - Yorke - Mid North,Yorke Peninsula,Outer Regional Australia,Local Road,SA_Yorke_Peninsula_Barossa___Yorke___Mid_North
TAS,Hobart,Derwent Valley,Inner Regional Australia,Local Road,TAS_Derwent_Valley_Hobart
VIC,Geelong,Surf Coast,Inner Regional Australia,Arterial Road,VIC_Surf_Coast_Geelong
NT,Darwin,Litchfield,Outer Regional Australia,Arterial Road,NT_Litchfield_Darwin
VIC,Ballarat,Moorabool,Inner Regional Australia,Sub-arterial Road,VIC_Moorabool_Ballarat
QLD,Wide Bay,Bundaberg,Inner Regional Australia,Local Road,QLD_Bundaberg_Wide_Bay
QLD,Moreton Bay - South,Moreton Bay,Inner Regional Australia,Sub-arterial Road,QLD_Moreton_Bay_Moreton_Bay___South
VIC,Mornington Peninsula,Mornington Peninsula,Major Cities of Australia,Arterial Road,VIC_Mornington_Peninsula_Mornington_Peninsula
NSW,Sydney - City and Inner South,Sydney,Major Cities of Australia,Collector Road,NSW_Sydney_Sydney___City_and_Inner_South
TAS,West and North West,Waratah-Wynyard,Outer Regional Australia,Access road,TAS_Waratah_Wynyard_West_and_North_West
NSW,Sydney - Ryde,Hornsby,Major Cities of Australia,Collector Road,NSW_Hornsby_Sydney___Ryde
NSW,Central Coast,Central Coast (NSW),Inner Regional Australia,Collector Road,NSW_Central_Coast_(NSW)_Central_Coast
VIC,Melbourne - North West,Hume,Major Cities of Australia,Sub-arterial Road,VIC_Hume_Melbourne___North_West
VIC,Ballarat,Hepburn,Inner Regional Australia,National or State Highway,VIC_Hepburn_Ballarat
SA,Barossa - Yorke - Mid North,Port Pirie,Outer Regional Australia,Collector Road,SA_Port_Pirie_Barossa___Yorke___Mid_North
VIC,Latrobe - Gippsland,Bass Coast,Inner Regional Australia,Arterial Road,VIC_Bass_Coast_Latrobe___Gippsland
NSW,Hunter Valley exc Newcastle,Muswellbrook,Outer Regional Australia,Arterial Road,NSW_Muswellbrook_Hunter_Valley_exc_Newcastle
NSW,Sydney - Parramatta,Parramatta,Major Cities of Australia,Collector Road,NSW_Parramatta_Sydney___Parramatta
TAS,West and North West,Circular Head,Outer Regional Australia,National or State Highway,TAS_Circular_Head_West_and_North_West
VIC,Geelong,Greater Geelong,Major Cities of Australia,Collector Road,VIC_Greater_Geelong_Geelong
SA,Adelaide - South,Onkaparinga,Major Cities of Australia,Collector Road,SA_Onkaparinga_Adelaide___South
SA,Adelaide - Central and Hills,Adelaide Hills,Inner Regional Australia,Arterial Road,SA_Adelaide_Hills_Adelaide___Central_and_Hills
NSW,Sydney - Northern Beaches,Northern Beaches,Major Cities of Australia,Local Road,NSW_Northern_Beaches_Sydney___Northern_Beaches
NSW,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Major Cities of Australia,Collector Road,NSW_Hawkesbury_Sydney___Baulkham_Hills_and_Hawkesbury
TAS,West and North West,Devonport,Outer Regional Australia,National or State Highway,TAS_Devonport_West_and_North_West
NSW,Sydney - Eastern Suburbs,Randwick,Major Cities of Australia,Collector Road,NSW_Randwick_Sydney___Eastern_Suburbs
QLD,Queensland - Outback,Flinders (Qld),Very Remote Australia,National or State Highway,QLD_Flinders_(Qld)_Queensland___Outback
SA,Adelaide - South,Onkaparinga,Major Cities of Australia,Local Road,SA_Onkaparinga_Adelaide___South
SA,Adelaide - Central and Hills,Adelaide Hills,Major Cities of Australia,Sub-arterial Road,SA_Adelaide_Hills_Adelaide___Central_and_Hills
NSW,Sydney - Inner West,Burwood,Major Cities of Australia,Arterial Road,NSW_Burwood_Sydney___Inner_West
NT,Northern Territory - Outback,Alice Springs,Remote Australia,Sub-arterial Road,NT_Alice_Springs_Northern_Territory___Outback
NSW,Mid North Coast,Nambucca Valley,Outer Regional Australia,Arterial Road,NSW_Nambucca_Valley_Mid_North_Coast
VIC,Shepparton,Moira,Inner Regional Australia,National or State Highway,VIC_Moira_Shepparton
QLD,Moreton Bay - North,Somerset,Outer Regional Australia,Local Road,QLD_Somerset_Moreton_Bay___North
VIC,Melbourne - North West,Moonee Valley,Major Cities of Australia,Local Road,VIC_Moonee_Valley_Melbourne___North_West
NT,Northern Territory - Outback,Victoria Daly,Very Remote Australia,Arterial Road,NT_Victoria_Daly_Northern_Territory___Outback
VIC,Melbourne - Inner East,Manningham,Major Cities of Australia,Pedestrian Thoroughfare,VIC_Manningham_Melbourne___Inner_East
NSW,Central West,Lachlan,Remote Australia,Arterial Road,NSW_Lachlan_Central_West
NSW,New England and North West,Inverell,Outer Regional Australia,Sub-arterial Road,NSW_Inverell_New_England_and_North_West
NSW,New England and North West,Gwydir,Outer Regional Australia,Sub-arterial Road,NSW_Gwydir_New_England_and_North_West
SA,Adelaide - North,Port Adelaide Enfield,Major Cities of Australia,Arterial Road,SA_Port_Adelaide_Enfield_Adelaide___North
VIC,Latrobe - Gippsland,Bass Coast,Inner Regional Australia,Collector Road,VIC_Bass_Coast_Latrobe___Gippsland
VIC,Bendigo,Macedon Ranges,Inner Regional Australia,Access road,VIC_Macedon_Ranges_Bendigo
NSW,Central Coast,Central Coast (NSW),Major Cities of Australia,Collector Road,NSW_Central_Coast_(NSW)_Central_Coast
QLD,Mackay - Isaac - Whitsunday,Isaac,Remote Australia,Sub-arterial Road,QLD_Isaac_Mackay___Isaac___Whitsunday
NSW,Sydney - Inner South West,Bayside (NSW),Major Cities of Australia,Arterial Road,NSW_Bayside_(NSW)_Sydney___Inner_South_West
NSW,Riverina,Snowy Valleys,Outer Regional Australia,Arterial Road,NSW_Snowy_Valleys_Riverina
VIC,Melbourne - North East,Banyule,Major Cities of Australia,Local Road,VIC_Banyule_Melbourne___North_East
QLD,Queensland - Outback,Cloncurry,Very Remote Australia,National or State Highway,QLD_Cloncurry_Queensland___Outback
VIC,Latrobe - Gippsland,Latrobe (Vic.),Inner Regional Australia,Arterial Road,VIC_Latrobe_(Vic.)_Latrobe___Gippsland
NSW,Central West,Lithgow,Outer Regional Australia,Arterial Road,NSW_Lithgow_Central_West
SA,Adelaide - West,Charles Sturt,Major Cities of Australia,Sub-arterial Road,SA_Charles_Sturt_Adelaide___West
VIC,Melbourne - Outer East,Maroondah,Major Cities of Australia,Sub-arterial Road,VIC_Maroondah_Melbourne___Outer_East
NSW,Murray,Federation,Inner Regional Australia,Arterial Road,NSW_Federation_Murray
NSW,Capital Region,Eurobodalla,Inner Regional Australia,Sub-arterial Road,NSW_Eurobodalla_Capital_Region
QLD,Queensland - Outback,McKinlay,Very Remote Australia,National or State Highway,QLD_McKinlay_Queensland___Outback
VIC,Melbourne - West,Wyndham,Major Cities of Australia,National or State Highway,VIC_Wyndham_Melbourne___West
NSW,Riverina,Wagga Wagga,Outer Regional Australia,National or State Highway,NSW_Wagga_Wagga_Riverina
QLD,Ipswich,Lockyer Valley,Inner Regional Australia,Local Road,QLD_Lockyer_Valley_Ipswich
QLD,Toowoomba,Toowoomba,Inner Regional Australia,National or State Highway,QLD_Toowoomba_Toowoomba
NSW,Central West,Lithgow,Inner Regional Australia,Local Road,NSW_Lithgow_Central_West
NSW,Far West and Orana,Coonamble,Remote Australia,Arterial Road,NSW_Coonamble_Far_West_and_Orana
VIC,Hume,Benalla,Inner Regional Australia,National or State Highway,VIC_Benalla_Hume
NSW,Sydney - Baulkham Hills and Hawkesbury,Hornsby,Major Cities of Australia,Local Road,NSW_Hornsby_Sydney___Baulkham_Hills_and_Hawkesbury
NSW,Sydney - Outer South West,Campbelltown (NSW),Major Cities of Australia,Local Road,NSW_Campbelltown_(NSW)_Sydney___Outer_South_West
NSW,Mid North Coast,Nambucca Valley,Inner Regional Australia,Access road,NSW_Nambucca_Valley_Mid_North_Coast
VIC,Warrnambool and South West,Moyne,Outer Regional Australia,National or State Highway,VIC_Moyne_Warrnambool_and_South_West
NSW,Mid North Coast,Kempsey,Inner Regional Australia,Local Road,NSW_Kempsey_Mid_North_Coast
NSW,Riverina,Carrathool,Outer Regional Australia,National or State Highway,NSW_Carrathool_Riverina
QLD,Queensland - Outback,Barcoo,Very Remote Australia,Collector Road,QLD_Barcoo_Queensland___Outback
NSW,Central West,Bathurst,Inner Regional Australia,Sub-arterial Road,NSW_Bathurst_Central_West
NSW,Richmond - Tweed,Ballina,Inner Regional Australia,Arterial Road,NSW_Ballina_Richmond___Tweed
TAS,West and North West,Circular Head,Outer Regional Australia,Sub-arterial Road,TAS_Circular_Head_West_and_North_West
QLD,Queensland - Outback,Mareeba,Outer Regional Australia,Sub-arterial Road,QLD_Mareeba_Queensland___Outback
QLD,Mackay - Isaac - Whitsunday,Isaac,Outer Regional Australia,Collector Road,QLD_Isaac_Mackay___Isaac___Whitsunday
SA,South Australia - South East,Wattle Range,Outer Regional Australia,Collector Road,SA_Wattle_Range_South_Australia___South_East
VIC,Melbourne - West,Brimbank,Major Cities of Australia,Local Road,VIC_Brimbank_Melbourne___West
SA,South Australia - South East,Mid Murray,Inner Regional Australia,Local Road,SA_Mid_Murray_South_Australia___South_East
VIC,Latrobe - Gippsland,Baw Baw,Inner Regional Australia,Sub-arterial Road,VIC_Baw_Baw_Latrobe___Gippsland
SA,Adelaide - North,Port Adelaide Enfield,Major Cities of Australia,Sub-arterial Road,SA_Port_Adelaide_Enfield_Adelaide___North
VIC,Melbourne - West,Hobsons Bay,Major Cities of Australia,Local Road,VIC_Hobsons_Bay_Melbourne___West
NSW,Riverina,Temora,Outer Regional Australia,Sub-arterial Road,NSW_Temora_Riverina
TAS,West and North West,Latrobe (Tas.),Outer Regional Australia,Collector Road,TAS_Latrobe_(Tas.)_West_and_North_West
QLD,Darling Downs - Maranoa,Toowoomba,Inner Regional Australia,Collector Road,QLD_Toowoomba_Darling_Downs___Maranoa
SA,South Australia - South East,Tatiara,Remote Australia,Collector Road,SA_Tatiara_South_Australia___South_East
VIC,Melbourne - West,Wyndham,Major Cities of Australia,Collector Road,VIC_Wyndham_Melbourne___West
VIC,Melbourne - Inner,Yarra,Major Cities of Australia,National or State Highway,VIC_Yarra_Melbourne___Inner
SA,Adelaide - North,Playford,Major Cities of Australia,Local Road,SA_Playford_Adelaide___North
NSW,New England and North West,Liverpool Plains,Outer Regional Australia,Local Road,NSW_Liverpool_Plains_New_England_and_North_West
QLD,Sunshine Coast,Noosa,Inner Regional Australia,National or State Highway,QLD_Noosa_Sunshine_Coast
SA,South Australia - South East,Karoonda East Murray,Outer Regional Australia,Arterial Road,SA_Karoonda_East_Murray_South_Australia___South_East
QLD,Darling Downs - Maranoa,Maranoa,Remote Australia,Local Road,QLD_Maranoa_Darling_Downs___Maranoa
QLD,Central Queensland,Livingstone,Inner Regional Australia,Sub-arterial Road,QLD_Livingstone_Central_Queensland
NSW,Richmond - Tweed,Byron,Inner Regional Australia,National or State Highway,NSW_Byron_Richmond___Tweed
SA,South Australia - Outback,Port Augusta,Outer Regional Australia,Local Road,SA_Port_Augusta_South_Australia___Outback
QLD,Wide Bay,Fraser Coast,Inner Regional Australia,Access road,QLD_Fraser_Coast_Wide_Bay
VIC,Latrobe - Gippsland,Unincorporated Vic,Outer Regional Australia,Access road,VIC_Unincorporated_Vic_Latrobe___Gippsland
NSW,Central West,Mid-Western,Inner Regional Australia,National or State Highway,NSW_Mid_Western_Central_West
VIC,North West,Gannawarra,Outer Regional Australia,National or State Highway,VIC_Gannawarra_North_West
SA,Adelaide - South,Marion,Major Cities of Australia,Sub-arterial Road,SA_Marion_Adelaide___South
QLD,Central Queensland,Banana,Outer Regional Australia,National or State Highway,QLD_Banana_Central_Queensland
VIC,North West,Buloke,Outer Regional Australia,National or State Highway,VIC_Buloke_North_West
NSW,New England and North West,Moree Plains,Outer Regional Australia,Local Road,NSW_Moree_Plains_New_England_and_North_West
NSW,Sydney - Outer West and Blue Mountains,Blue Mountains,Inner Regional Australia,National or State Highway,NSW_Blue_Mountains_Sydney___Outer_West_and_Blue_Mountains
NSW,Riverina,Griffith,Outer Regional Australia,Sub-arterial Road,NSW_Griffith_Riverina
NSW,Richmond - Tweed,Lismore,Inner Regional Australia,Arterial Road,NSW_Lismore_Richmond___Tweed
SA,South Australia - Outback,Ceduna,Very Remote Australia,Collector Road,SA_Ceduna_South_Australia___Outback
NSW,Sydney - Ryde,Parramatta,Major Cities of Australia,Arterial Road,NSW_Parramatta_Sydney___Ryde
NSW,Sydney - North Sydney and Hornsby,Ku-ring-gai,Major Cities of Australia,Collector Road,NSW_Ku_ring_gai_Sydney___North_Sydney_and_Hornsby
VIC,North West,Northern Grampians,Outer Regional Australia,Arterial Road,VIC_Northern_Grampians_North_West
TAS,Hobart,Derwent Valley,Inner Regional Australia,National or State Highway,TAS_Derwent_Valley_Hobart
NSW,New England and North West,Tamworth,Inner Regional Australia,National or State Highway,NSW_Tamworth_New_England_and_North_West
SA,South Australia - South East,Grant,Outer Regional Australia,Sub-arterial Road,SA_Grant_South_Australia___South_East
QLD,Moreton Bay - South,Moreton Bay,Major Cities of Australia,Collector Road,QLD_Moreton_Bay_Moreton_Bay___South
NSW,Sydney - North Sydney and Hornsby,Hornsby,Major Cities of Australia,Collector Road,NSW_Hornsby_Sydney___North_Sydney_and_Hornsby
NSW,Central West,Mid-Western,Inner Regional Australia,Access road,NSW_Mid_Western_Central_West
NSW,Sydney - Ryde,Parramatta,Major Cities of Australia,Collector Road,NSW_Parramatta_Sydney___Ryde
